"","id","passer_x","passer_y","receiver_x","receiver_y","to_receiver_x","to_receiver_y","ball_start_x","ball_start_y","ball_start_z","ball_end_x","ball_end_y","ball_end_z","to_receiver","assist_opp","pass_type","frame","game_clock","oteam","dteam","passer","receiver","start_clock","complete","is_to","end_clock","led_to_shot","inbounds","backcourt","reversal","secondary_assist","season","game_code","period","chance_id","possession_id","pbp_id"
"81","2017102117_1_64639",89.21,26.5,79.58,11.84,NA,NA,88.98,22.96,7.22,81.74,14.95,7.21,NA,0,"other",12319,316.200012207031,25,17,394352135623206,487201425270005,316.200012207031,1,0,315.760009765625,0,0,1,0,0,2017,2017102117,1,"2017102117_1_64450","2017102117_1_64450",NA
"82","2017102117_1_64773",3.64,27.5,NA,NA,NA,NA,13.46,12.66,7.56,2.38,52.51,7.39,NA,0,"other",12453,310.839996337891,25,17,487201425270005,NA,310.839996337891,0,1,308.799987792969,0,0,0,0,0,2017,2017102117,1,"2017102117_1_64450","2017102117_1_64450",NA
"83","2017102117_1_65312",91.04,-1.05,85.94,18.25,NA,NA,89.5,2.78,6.37,84.1,14.72,2.31,NA,0,"other",12632,308.760009765625,17,25,840953120976553,831584363294517,308.760009765625,1,0,308.760009765625,0,1,1,0,0,2017,2017102117,1,"2017102117_1_64825","2017102117_1_64825",NA
"84","2017102117_1_65508",26.93,43.64,24.3,33.24,NA,NA,28.2,40.46,5.06,27.11,35.5,5.45,NA,0,"perimeter",12828,302.239990234375,17,25,831584363294517,721664536625359,302.239990234375,1,0,302,0,0,0,0,0,2017,2017102117,1,"2017102117_1_64825","2017102117_1_64825",NA
"85","2017102117_1_65656",19.19,31.67,3.48,24.34,NA,NA,15.53,32.04,3.42,5.81,27.57,2.52,NA,1,"interior",12976,296.320007324219,17,25,721664536625359,816303746184945,296.320007324219,1,0,295.839996337891,1,0,0,0,0,2017,2017102117,1,"2017102117_1_64825","2017102117_1_64825",NA
"86","2017102117_1_65707",90.85,24.27,85.5,12.17,NA,NA,88.63,22.13,10.26,87.44,15.2,8.67,NA,0,"outlet",13027,294.279998779297,25,17,608235943731620,487201425270005,294.279998779297,1,0,293.720001220703,0,0,1,0,0,2017,2017102117,1,"2017102117_1_65683","2017102117_1_65683",NA
"87","2017102117_1_65930",11.07,27.5,30.94,23.26,NA,NA,14.2,27.78,4.23,28.24,24.45,5.37,NA,1,"kickout",13250,285.359985351562,25,17,487201425270005,608235943731620,285.359985351562,1,0,284.959991455078,1,0,0,0,0,2017,2017102117,1,"2017102117_1_65683","2017102117_1_65683",NA
"88","2017102117_1_67309",93.89,32.19,81.5,33.71,NA,NA,89.92,32.96,7.46,84.91,33.14,6.75,NA,0,"other",14029,275,17,25,476981043806967,831584363294517,275,1,0,275,0,1,1,0,0,2017,2017102117,1,"2017102117_1_67222","2017102117_1_67222",NA
"89","2017102117_1_67359",69.61,33.37,63.82,35.81,NA,NA,67.94,36.88,4.49,67.24,37.24,4.61,NA,0,"other",14079,274.359985351562,17,25,831584363294517,245349225423068,274.359985351562,1,0,274.279998779297,0,0,1,0,0,2017,2017102117,1,"2017102117_1_67222","2017102117_1_67222",NA
"90","2017102117_1_67528",7.37,34.52,29.07,37.5,NA,NA,9.56,36.97,3.32,25.94,37.17,4.77,NA,1,"kickout",14248,267.600006103516,17,25,245349225423068,831584363294517,267.600006103516,1,0,267,1,0,0,0,0,2017,2017102117,1,"2017102117_1_67222","2017102117_1_67222",NA
"91","2017102117_1_67838",20.51,13.66,31.76,21.41,NA,NA,24.2,15.48,4.78,29.11,19.13,5.55,NA,1,"perimeter",14558,255.199996948242,25,17,487201425270005,175966439557606,255.199996948242,1,0,255,1,0,0,0,0,2017,2017102117,1,"2017102117_1_67610","2017102117_1_67610",NA
"92","2017102117_1_68029",28.78,16.89,32.3,33.3,NA,NA,30.26,19.46,4.42,32.39,30.27,5.09,NA,0,"attacking",14749,247.559997558594,17,25,245349225423068,831584363294517,247.559997558594,1,0,247.240005493164,0,0,0,0,0,2017,2017102117,1,"2017102117_1_67927","2017102117_1_67927",NA
"93","2017102117_1_68064",22.42,23.75,29.36,17.27,NA,NA,25.57,22.56,4.93,26.79,20.5,5.21,NA,0,"handoff",14784,246.160003662109,17,25,831584363294517,245349225423068,246.160003662109,1,0,246.039993286133,0,0,0,0,1,2017,2017102117,1,"2017102117_1_67927","2017102117_1_67927",NA
"94","2017102117_1_68081",29.44,19.73,24.59,43.39,NA,NA,28.65,22.9,4.8,23.91,40.91,4.71,NA,1,"perimeter",14801,245.479995727539,17,25,245349225423068,840953120976553,245.479995727539,1,0,245.039993286133,1,0,0,0,0,2017,2017102117,1,"2017102117_1_67927","2017102117_1_67927",NA
"95","2017102117_1_68196",94.97,21.39,88.5,29.79,NA,NA,92.77,24.58,5.98,91.2,26.76,6.09,NA,0,"other",14916,240.880004882812,25,17,608235943731620,487201425270005,240.880004882812,1,0,240.720001220703,0,1,1,0,0,2017,2017102117,1,"2017102117_1_68109","2017102117_1_68109",NA
"96","2017102117_1_68212",87.5,31.07,86.64,18.5,NA,NA,87.66,27.49,4.74,84.39,21.84,0.68,NA,0,"other",14932,240.240005493164,25,17,487201425270005,558210944308010,240.240005493164,1,0,239.839996337891,0,0,1,0,0,2017,2017102117,1,"2017102117_1_68109","2017102117_1_68109",NA
"97","2017102117_1_68378",38.06,10.08,37.93,24.96,NA,NA,38.32,13.91,5.33,36.92,21.09,5.33,NA,0,"perimeter",15098,233.600006103516,25,17,558210944308010,608235943731620,233.600006103516,1,0,233.320007324219,0,0,0,0,0,2017,2017102117,1,"2017102117_1_68109","2017102117_1_68109",NA
"98","2017102117_1_68457",27.16,16.97,10.85,2.29,NA,NA,26.27,13.48,6.88,13.38,4.03,5.58,NA,1,"perimeter",15177,230.440002441406,25,17,608235943731620,558210944308010,230.440002441406,1,0,230,1,0,0,0,0,2017,2017102117,1,"2017102117_1_68109","2017102117_1_68109",NA
"99","2017102117_1_68564",94.52,32.89,75.85,42.02,NA,NA,91.23,34.45,6.39,78.98,40.11,7.93,NA,0,"other",15284,226.160003662109,17,25,476981043806967,245349225423068,226.160003662109,1,0,225.679992675781,0,1,1,0,0,2017,2017102117,1,"2017102117_1_68484","2017102117_1_68484",NA
"100","2017102117_1_68733",2.09,27.79,24.23,30.88,NA,NA,5.98,28.22,7.63,21.51,28.61,4.83,NA,0,"kickout",15453,219.399993896484,17,25,245349225423068,831584363294517,219.399993896484,1,0,218.039993286133,0,0,0,0,0,2017,2017102117,1,"2017102117_1_68484","2017102117_1_68484",NA
"101","2017102117_1_68824",6.78,13.82,NA,NA,NA,NA,-6.11,5.06,1.42,-6.11,5.06,1.42,NA,0,"other",15544,215.759994506836,17,25,245349225423068,NA,215.759994506836,0,1,215.759994506836,0,0,0,0,0,2017,2017102117,1,"2017102117_1_68484","2017102117_1_68484",NA
"102","2017102117_1_69102",94.62,33.32,73.5,37.5,NA,NA,90.61,33.67,7.72,77.47,37.77,7.41,NA,0,"other",15702,215.759994506836,25,17,558210944308010,487201425270005,215.759994506836,1,0,215.759994506836,0,1,1,0,0,2017,2017102117,1,"2017102117_1_68824","2017102117_1_68824",NA
"103","2017102117_1_69136",74.36,37.5,83.36,29.93,NA,NA,77.09,35.17,2.79,79.54,31.15,4.68,NA,0,"other",15736,215.279998779297,25,17,487201425270005,558210944308010,215.279998779297,1,0,214.759994506836,0,0,1,0,0,2017,2017102117,1,"2017102117_1_68824","2017102117_1_68824",NA
"104","2017102117_1_69362",29.26,8.73,7,1.92,NA,NA,26.29,7.87,4.5,9.75999999999999,1.15,4.88,NA,0,"perimeter",15962,206.240005493164,25,17,558210944308010,394352135623206,206.240005493164,1,0,205.759994506836,0,0,0,0,0,2017,2017102117,1,"2017102117_1_68824","2017102117_1_68824",NA
"105","2017102117_1_69430",8.99000000000001,1.47,19.43,12.11,NA,NA,12.85,2.82,4.29,17.6,10.01,4.3,NA,1,"attacking",16030,203.520004272461,25,17,394352135623206,487201425270005,203.520004272461,1,0,203.240005493164,1,0,0,0,0,2017,2017102117,1,"2017102117_1_68824","2017102117_1_68824",NA
"106","2017102117_1_74116",6.66,51.43,33.65,44.61,NA,NA,10.15,50.22,5.21,30.24,46.87,5.91,NA,0,"perimeter",16276,198.039993286133,25,17,394352135623206,175966439557606,198.039993286133,1,0,198.039993286133,0,1,0,0,0,2017,2017102117,1,"2017102117_1_69567","2017102117_1_68824",NA
"107","2017102117_1_74149",34.41,43.27,38.28,21.62,NA,NA,34.69,40.35,4.72,37.75,25.41,4.78,NA,0,"other",16309,197.399993896484,25,17,175966439557606,558210944308010,197.399993896484,1,0,196.960006713867,0,0,0,0,0,2017,2017102117,1,"2017102117_1_69567","2017102117_1_68824",NA
"108","2017102117_1_74311",36.04,25.59,22.77,33.99,NA,NA,33.25,27.25,3.06,25.75,32.14,2.67,NA,0,"elbow entry",16471,190.919998168945,25,17,558210944308010,175966439557606,190.919998168945,1,0,190.559997558594,0,0,0,0,0,2017,2017102117,1,"2017102117_1_69567","2017102117_1_68824",NA
"109","2017102117_1_74410",22.42,14.8,23.15,11.04,NA,NA,23.33,12.98,3.7,23.79,12.56,3.71,NA,0,"handoff",16570,186.960006713867,25,17,175966439557606,487201425270005,186.960006713867,1,0,186.880004882812,0,0,0,0,0,2017,2017102117,1,"2017102117_1_69567","2017102117_1_68824",NA
"110","2017102117_1_74467",32.85,33.16,27.3,8.46,NA,NA,34.42,30.16,4.15,28.55,11.78,1.88,NA,0,"perimeter",16627,184.679992675781,25,17,487201425270005,175966439557606,184.679992675781,1,0,184.119995117188,1,0,0,0,0,2017,2017102117,1,"2017102117_1_69567","2017102117_1_68824",NA
"111","2017102117_1_74850",22.98,30.82,11.44,33.71,NA,NA,20.38,33.36,3.05,14.71,35.19,0.55,NA,0,"post entry",17010,169.360000610352,17,25,245349225423068,476981043806967,169.360000610352,1,0,169.080001831055,1,0,0,0,0,2017,2017102117,1,"2017102117_1_74650","2017102117_1_74650",NA
"112","2017102117_1_75037",83.79,22.5,79.88,16.18,NA,NA,81.96,19.87,4.78,81.26,18.99,5.11,NA,0,"outlet",17197,161.880004882812,25,17,972407193129996,487201425270005,161.880004882812,1,0,161.800003051758,1,0,1,0,0,2017,2017102117,1,"2017102117_1_75003","2017102117_1_75003",NA
"113","2017102117_1_75828",76.74,50.62,79.71,38.95,NA,NA,77.85,46.94,4.97,78.13,42.47,1.5,NA,0,"other",17628,153.440002441406,17,25,840953120976553,831584363294517,153.440002441406,1,0,153.440002441406,0,1,1,0,0,2017,2017102117,1,"2017102117_1_75248","2017102117_1_75248",NA
"114","2017102117_1_75937",44.36,37.5,27.2,45.97,NA,NA,40.99,39.18,5.2,30.36,44.11,5.61,NA,0,"perimeter",17737,150.160003662109,17,25,831584363294517,245349225423068,150.160003662109,1,0,149.839996337891,0,0,0,0,0,2017,2017102117,1,"2017102117_1_75248","2017102117_1_75248",NA
"115","2017102117_1_76069",22.12,43.73,8.17,33.52,NA,NA,18.18,43.21,2.56,6.73,37.16,3.08,NA,0,"post entry",17869,144.880004882812,17,25,245349225423068,476981043806967,144.880004882812,1,0,144.360000610352,0,0,0,0,0,2017,2017102117,1,"2017102117_1_75248","2017102117_1_75248",NA
"116","2017102117_1_76142",10.01,38,28.01,35.61,NA,NA,13.86,38.8,5.28,24.82,37.2,5.81,NA,0,"kickout",17942,141.960006713867,17,25,476981043806967,840953120976553,141.960006713867,1,0,141.639999389648,0,0,0,0,0,2017,2017102117,1,"2017102117_1_75248","2017102117_1_75248",NA
"117","2017102117_1_76160",25.36,39.75,11.06,37.32,NA,NA,21.9,39.7,6.26,13.25,40.3,6.94,NA,0,"post entry",17960,141.240005493164,17,25,840953120976553,476981043806967,141.240005493164,1,0,140.960006713867,0,0,0,0,0,2017,2017102117,1,"2017102117_1_75248","2017102117_1_75248",NA
"118","2017102117_1_76257",11.24,30.41,29.5,16.21,NA,NA,13.8,29.19,5.57,28.01,19.22,7.75,NA,0,"kickout",18057,137.360000610352,17,25,476981043806967,831584363294517,137.360000610352,1,0,136.839996337891,1,0,0,0,0,2017,2017102117,1,"2017102117_1_75248","2017102117_1_75248",NA
"119","2017102117_1_76421",91.5,22.21,77.55,5.64,NA,NA,90.44,19.28,6.22,79.55,8.65,6.93,NA,0,"outlet",18221,130.800003051758,25,17,862504243765291,558210944308010,130.800003051758,1,0,130.320007324219,1,0,1,0,0,2017,2017102117,1,"2017102117_1_76380","2017102117_1_76380",NA
"120","2017102117_1_77463",94.57,20.21,84.4,33.79,NA,NA,91.59,22.54,4.88,85.29,30.38,0.86,NA,0,"other",18783,125.480003356934,17,25,840953120976553,831584363294517,125.480003356934,1,0,125.480003356934,0,1,1,0,0,2017,2017102117,1,"2017102117_1_77361","2017102117_1_77361",NA
"121","2017102117_1_77550",44.79,40.5,24.58,45.88,NA,NA,41.89,41.11,4.96,27.29,45.17,5.77,NA,0,"perimeter",18870,122.959999084473,17,25,831584363294517,245349225423068,122.959999084473,1,0,122.599998474121,0,0,0,0,0,2017,2017102117,1,"2017102117_1_77361","2017102117_1_77361",NA
"122","2017102117_1_77603",24.6,45.2,22.69,33.58,NA,NA,26.16,41.6,6.42,25.81,36.24,7.67,NA,0,"elbow entry",18923,120.839996337891,17,25,245349225423068,476981043806967,120.839996337891,1,0,120.480003356934,1,0,0,0,0,2017,2017102117,1,"2017102117_1_77361","2017102117_1_77361",NA
"123","2017102117_1_77753",86.21,23.36,80.07,37.5,NA,NA,84.28,25.89,8.39,80.99,33.7,7.39,NA,0,"outlet",19073,114.839996337891,25,17,972407193129996,394352135623206,114.839996337891,1,0,114.480003356934,0,0,1,0,0,2017,2017102117,1,"2017102117_1_77732","2017102117_1_77732",NA
"124","2017102117_1_77777",73.36,40.64,78.21,36.07,NA,NA,74.84,37.02,0.51,74.75,36.79,1.37,NA,0,"other",19097,113.879997253418,25,17,394352135623206,558210944308010,113.879997253418,1,0,113.800003051758,0,0,1,0,0,2017,2017102117,1,"2017102117_1_77732","2017102117_1_77732",NA
"125","2017102117_1_77826",44.21,38.71,29.1,47.37,NA,NA,41.04,40.66,5.16,31.35,44.14,4.85,NA,1,"attacking",19146,111.919998168945,25,17,558210944308010,394352135623206,111.919998168945,1,0,111.639999389648,1,0,0,0,0,2017,2017102117,1,"2017102117_1_77732","2017102117_1_77732",NA
"126","2017102117_1_80320",95.86,10.49,81.96,7.27,NA,NA,92,9.85,4.07,85.21,9.27,1.58,NA,0,"other",19360,108.23999786377,17,25,592783869576244,831584363294517,108.23999786377,1,0,108.23999786377,0,1,1,0,0,2017,2017102117,1,"2017102117_1_77859","2017102117_1_77859",NA
"127","2017102117_1_80446",33.07,23.36,38.06,28.03,NA,NA,36.14,24.68,4.62,36.35,25.52,4.95,NA,0,"handoff",19486,104.23999786377,17,25,831584363294517,245349225423068,104.23999786377,1,0,104.160003662109,0,0,0,0,0,2017,2017102117,1,"2017102117_1_77859","2017102117_1_77859",NA
"128","2017102117_1_80583",14.88,20.13,5.82,48.17,NA,NA,14.95,23.65,4.6,5.84,44.61,6.58,NA,0,"kickout",19623,98.7600021362305,17,25,245349225423068,177485402398459,98.7600021362305,1,0,98.120002746582,0,0,0,1,0,2017,2017102117,1,"2017102117_1_77859","2017102117_1_77859",NA
"129","2017102117_1_80787",21.62,23.47,28.5,41.5,NA,NA,23.25,26.59,7.45,26.42,39.37,5.58,NA,1,"attacking",19827,90.5999984741211,25,17,558210944308010,394352135623206,90.5999984741211,1,0,90.1600036621094,1,0,0,0,0,2017,2017102117,1,"2017102117_1_80680","2017102117_1_80680",NA
"130","2017102117_1_80926",29.59,33.49,43.49,32.44,NA,NA,33.23,33.89,4.47,40.18,32.59,5.41,NA,0,"perimeter",19966,85.0400009155273,25,17,972407193129996,558210944308010,85.0400009155273,1,0,84.6800003051758,0,0,0,0,0,2017,2017102117,1,"2017102117_1_80876","2017102117_1_80680",NA
"131","2017102117_1_81041",41.54,32.59,42.87,20.45,NA,NA,41.36,29.13,6.04,41.88,24.1,5.88,NA,0,"other",20081,80.4400024414062,25,17,558210944308010,725627757610248,80.4400024414062,1,0,80.1999969482422,0,0,0,0,0,2017,2017102117,1,"2017102117_1_80876","2017102117_1_80680",NA
"132","2017102117_1_81167",38.16,23.25,25.79,39.5,NA,NA,37.63,26.56,6.31,29.08,37.81,5.94,NA,0,"perimeter",20207,75.4000015258789,25,17,725627757610248,394352135623206,75.4000015258789,1,0,75,0,0,0,0,0,2017,2017102117,1,"2017102117_1_80876","2017102117_1_80680",NA
"133","2017102117_1_81230",1.83,31.84,10.76,1.72,NA,NA,2.99000000000001,28.17,6.66,10.76,5.43,6.87,NA,1,"kickout",20270,72.879997253418,25,17,394352135623206,558210944308010,72.879997253418,1,0,72.2799987792969,1,0,0,1,0,2017,2017102117,1,"2017102117_1_80876","2017102117_1_80680",NA
"134","2017102117_1_81415",19.27,32.29,21.27,18.1,NA,NA,20.27,29.08,4.56,19.67,20.58,5.28,NA,1,"attacking",20455,65.4800033569336,17,25,831584363294517,177485402398459,65.4800033569336,1,0,65.1600036621094,1,0,0,0,0,2017,2017102117,1,"2017102117_1_81347","2017102117_1_81347",NA
"135","2017102117_1_81526",96.18,22.49,87.79,24.07,NA,NA,92.48,22.04,6.01,90.89,21.63,6.28,NA,0,"other",20566,61.0400009155273,25,17,972407193129996,725627757610248,61.0400009155273,1,0,60.9199981689453,0,1,1,0,0,2017,2017102117,1,"2017102117_1_81446","2017102117_1_81446",NA
"136","2017102117_1_82949",83.55,51.15,78.23,39.04,NA,NA,82.81,47.1,5.53,80.12,42.65,1.13,NA,0,"outlet",20909,60,25,17,972407193129996,725627757610248,60,1,0,60,0,1,1,0,0,2017,2017102117,1,"2017102117_1_82920","2017102117_1_82920",NA
"137","2017102117_1_83100",40.77,23.2,29.05,10.28,NA,NA,40.14,19.39,2.68,32.79,11.27,2.48,NA,0,"perimeter",21060,55.2000007629395,25,17,725627757610248,558210944308010,55.2000007629395,1,0,54.7599983215332,0,0,0,0,0,2017,2017102117,1,"2017102117_1_82920","2017102117_1_82920",NA
"138","2017102117_1_83240",36.31,14.62,6.5,19.93,NA,NA,33.07,14.64,7.12,9.90000000000001,21.27,5.53,NA,1,"attacking",21200,49.5999984741211,25,17,558210944308010,862504243765291,49.5999984741211,1,0,49.0400009155273,1,0,0,0,0,2017,2017102117,1,"2017102117_1_82920","2017102117_1_82920",NA
"139","2017102117_1_83371",94.45,21.4,77.83,36.53,NA,NA,91.55,23.93,5.27,79.59,33.68,6.03,NA,0,"other",21331,48.0400009155273,17,25,476981043806967,245349225423068,48.0400009155273,1,0,48.0400009155273,0,1,1,0,0,2017,2017102117,1,"2017102117_1_83270","2017102117_1_83270",NA
"140","2017102117_1_83519",23.51,42.03,22.1,32.88,NA,NA,25.19,38.69,6.53,24.85,35.96,7.52,NA,0,"elbow entry",21479,42.8800010681152,17,25,245349225423068,476981043806967,42.8800010681152,1,0,42.7599983215332,0,0,0,0,0,2017,2017102117,1,"2017102117_1_83270","2017102117_1_83270",NA
"141","2017102117_1_83581",23.87,32.19,14.36,22.36,NA,NA,21.44,29.39,7.19,18,27.33,7.49,NA,0,"attacking",21541,40.5200004577637,17,25,476981043806967,831584363294517,40.5200004577637,1,0,40.3600006103516,0,0,0,0,0,2017,2017102117,1,"2017102117_1_83270","2017102117_1_83270",NA
"142","2017102117_1_83585",14.36,22.36,24.12,30.99,NA,NA,18,27.33,7.49,22.01,27.51,1.85,NA,0,"kickout",21545,40.3600006103516,17,25,831584363294517,476981043806967,40.3600006103516,1,0,39.7200012207031,1,0,0,0,0,2017,2017102117,1,"2017102117_1_83270","2017102117_1_83270",NA
"143","2017102117_1_83717",85.64,27.93,89.07,26.93,NA,NA,87.69,29.09,5.16,87.81,28.73,5.25,NA,0,"outlet",21677,35,25,17,972407193129996,725627757610248,35,1,0,34.9199981689453,0,0,1,0,0,2017,2017102117,1,"2017102117_1_83677","2017102117_1_83677",NA
"144","2017102117_1_84020",33.87,10.46,20.24,5.08,NA,NA,30.76,8.61,4.57,23.7,5.53,5.12,NA,0,"perimeter",21980,23.5599994659424,25,17,725627757610248,558210944308010,23.5599994659424,1,0,23.2800006866455,0,0,0,0,0,2017,2017102117,1,"2017102117_1_83677","2017102117_1_83677",NA
"145","2017102117_1_84176",31.6,26.6,NA,NA,NA,NA,26.33,20.75,5.58,-4.66,-1.76000000000001,1.41,NA,0,"other",22136,17.3199996948242,25,17,558210944308010,NA,17.3199996948242,0,1,15,0,0,0,0,0,2017,2017102117,1,"2017102117_1_83677","2017102117_1_83677",NA
"146","2017102117_1_84479",95.18,40.31,77.27,26.61,NA,NA,92.06,38.5,5.61,79.77,29.41,2.79,NA,0,"other",22319,14.960000038147,17,25,245349225423068,592783869576244,14.960000038147,1,0,15.0799999237061,0,1,1,0,0,2017,2017102117,1,"2017102117_1_84235","2017102117_1_84235",NA
"147","2017102117_1_84515",76.87,26.77,79.25,37.16,NA,NA,76.67,30.26,3.45,75.56,35.54,3.46,NA,0,"other",22355,14.8000001907349,17,25,592783869576244,245349225423068,14.8000001907349,1,0,14.2799997329712,1,0,1,0,0,2017,2017102117,1,"2017102117_1_84235","2017102117_1_84235",NA
"148","2017102117_1_84857",3.87,33.35,NA,NA,NA,NA,5.84,31.7,10.17,5.84,31.7,10.17,NA,0,"other",22697,1.20000004768372,17,25,245349225423068,NA,1.20000004768372,0,0,1.20000004768372,0,0,0,0,0,2017,2017102117,1,"2017102117_1_84235","2017102117_1_84235",NA
"149","2017102117_1_85567",19.86,24.98,12.5,21.5,NA,NA,17.09,25.06,10.68,7.28,24.26,4.24,NA,0,"interior",22927,0.400000005960464,17,25,245349225423068,177485402398459,0.400000005960464,1,0,0.400000005960464,0,0,0,0,0,2017,2017102117,1,"2017102117_1_84235","2017102117_1_84235",NA
"150","2017102117_1_85631",12.5,21.5,20.06,24.69,NA,NA,7.28,24.26,4.24,19.22,24.84,3.71,NA,0,"other",22991,0.400000005960464,17,25,177485402398459,245349225423068,0.400000005960464,1,0,0.400000005960464,0,0,0,0,0,2017,2017102117,1,"2017102117_1_84235","2017102117_1_84235",NA
"151","2017102117_2_90087",96.39,34.83,83.5,32.5,NA,NA,92.68,34.89,6.22,86.25,33.98,5.87,NA,0,"other",111,720.119995117188,25,17,972407193129996,558210944308010,720.119995117188,1,0,720.119995117188,0,1,1,0,0,2017,2017102117,2,"2017102117_2_86136","2017102117_2_86136",NA
"152","2017102117_2_90322",33.08,9.96,30.87,33.34,NA,NA,33.36,13.59,4.77,32.6,30.54,4.78,NA,0,"perimeter",346,711.200012207031,25,17,558210944308010,972407193129996,711.200012207031,1,0,710.679992675781,0,0,0,0,0,2017,2017102117,2,"2017102117_2_86136","2017102117_2_86136",NA
"153","2017102117_2_90393",22.52,39.64,20.81,42.91,NA,NA,22.7,41.5,3.41,22.26,42.15,3.46,NA,0,"handoff",417,708.359985351562,25,17,972407193129996,725627757610248,708.359985351562,1,0,708.280029296875,0,0,0,0,0,2017,2017102117,2,"2017102117_2_86136","2017102117_2_86136",NA
"154","2017102117_2_90426",26.14,32.02,11.88,38.41,NA,NA,22.55,33.61,9,13.84,34.8,7.72,NA,0,"attacking",450,707.039978027344,25,17,725627757610248,972407193129996,707.039978027344,1,0,706.640014648438,0,0,0,0,0,2017,2017102117,2,"2017102117_2_86136","2017102117_2_86136",NA
"155","2017102117_2_91192",20.92,51.09,23.19,39.62,NA,NA,23.18,48.42,5.13,25.3,42.69,4.54,NA,0,"perimeter",736,706,25,17,558210944308010,394352135623206,706,1,0,706,0,1,0,0,0,2017,2017102117,2,"2017102117_2_91092","2017102117_2_86136",NA
"156","2017102117_2_91249",27.49,10.58,27.2,5.48,NA,NA,28.25,8.4,4.33,27.49,7.2,4.48,NA,0,"handoff",793,704.440002441406,25,17,394352135623206,725627757610248,704.440002441406,1,0,704.359985351562,1,0,0,0,0,2017,2017102117,2,"2017102117_2_91092","2017102117_2_86136",NA
"157","2017102117_2_91895",-2.75999999999999,8.43,14.43,9.84,NA,NA,0.819999999999993,8.17,7.28,12.07,8.88,5.03,NA,0,"perimeter",1079,696.400024414062,25,17,558210944308010,394352135623206,696.400024414062,1,0,696.400024414062,0,1,0,0,0,2017,2017102117,2,"2017102117_2_91800","2017102117_2_86136",NA
"158","2017102117_2_91926",6.87,6.48,2.62,3.47,NA,NA,5.56999999999999,4.39,3.89,5,3.86,4.1,NA,0,"handoff",1110,695.719970703125,25,17,394352135623206,558210944308010,695.719970703125,1,0,695.640014648438,0,0,0,0,0,2017,2017102117,2,"2017102117_2_91800","2017102117_2_86136",NA
"159","2017102117_2_92002",24.21,7.03,29.54,27.22,NA,NA,24.79,9.89,4.2,28.25,23.83,4.54,NA,0,"perimeter",1186,692.679992675781,25,17,558210944308010,725627757610248,692.679992675781,1,0,692.280029296875,0,0,0,0,0,2017,2017102117,2,"2017102117_2_91800","2017102117_2_86136",NA
"160","2017102117_2_92082",12.83,24.54,6.5,26.5,NA,NA,9.75,23.59,5.97,8.59999999999999,24.1,5.6,NA,1,"interior",1266,689.47998046875,25,17,725627757610248,972407193129996,689.47998046875,1,0,689.400024414062,1,0,0,0,0,2017,2017102117,2,"2017102117_2_91800","2017102117_2_86136",NA
"161","2017102117_2_93145",94.81,26.87,76.89,18.19,NA,NA,91.48,25.83,5.11,80.71,17.46,6.28,NA,0,"other",1729,688.239990234375,17,25,245349225423068,177485402398459,688.239990234375,1,0,688.239990234375,0,1,1,0,0,2017,2017102117,2,"2017102117_2_93054","2017102117_2_93054",NA
"162","2017102117_2_93186",75.18,16.52,75.85,27.05,NA,NA,75.4,20.52,4.46,75.08,23.05,4.89,NA,0,"other",1770,687.320007324219,17,25,177485402398459,323133616590607,687.320007324219,1,0,687.080017089844,0,0,1,0,0,2017,2017102117,2,"2017102117_2_93054","2017102117_2_93054",NA
"163","2017102117_2_93498",32.71,17.26,21.29,33.29,NA,NA,30.93,20.19,4.57,22.17,29.44,4.69,NA,0,"elbow entry",2082,674.840026855469,17,25,323133616590607,245349225423068,674.840026855469,1,0,674.47998046875,0,0,0,0,0,2017,2017102117,2,"2017102117_2_93054","2017102117_2_93054",NA
"164","2017102117_2_93538",14,21.05,28.45,13.15,NA,NA,16.41,18.62,5.1,24.39,12.79,4.81,NA,0,"kickout",2122,673.239990234375,17,25,245349225423068,323133616590607,673.239990234375,1,0,672.840026855469,0,0,0,0,0,2017,2017102117,2,"2017102117_2_93054","2017102117_2_93054",NA
"165","2017102117_2_94044",73.48,51.47,71.08,41.11,NA,NA,72.44,47.58,5.77,70.48,44.95,5.57,NA,0,"other",2508,667.320007324219,25,17,972407193129996,725627757610248,667.320007324219,1,0,667.320007324219,0,1,1,0,0,2017,2017102117,2,"2017102117_2_93707","2017102117_2_93707",NA
"166","2017102117_2_94219",32.03,43.11,33.4,29.57,NA,NA,34.44,40.3,5.05,34.95,32.52,4.68,NA,0,"perimeter",2683,661.080017089844,25,17,725627757610248,558210944308010,661.080017089844,1,0,660.719970703125,0,0,0,0,0,2017,2017102117,2,"2017102117_2_93707","2017102117_2_93707",NA
"167","2017102117_2_94256",36.19,29.19,26.5,14.31,NA,NA,36.27,25.54,4.78,29.92,16.24,4.26,NA,0,"perimeter",2720,659.599975585938,25,17,558210944308010,394352135623206,659.599975585938,1,0,659.200012207031,0,0,0,1,0,2017,2017102117,2,"2017102117_2_93707","2017102117_2_93707",NA
"168","2017102117_2_94338",35.21,13.5,16.99,3.35,NA,NA,33.85,9.77,3.47,20.22,3.34,3.49,NA,1,"perimeter",2802,656.320007324219,25,17,394352135623206,725627757610248,656.320007324219,1,0,655.880004882812,1,0,0,0,0,2017,2017102117,2,"2017102117_2_93707","2017102117_2_93707",NA
